JF001-0019|hice como si persiguiese la dicha. cuando sólo perseguía la satisfacción de la curiosidad.|hice como si persiguiese la dicha. cuando sólo perseguía la satisfacción de la curiosidad.
JF001-0020|Y la suerte, que acaso me negaría la victoria si la victoria realmente me importase, me la concedió.|y la suerte, que acaso me negaría la victoria si la victoria realmente me importase, me la concedió.
JF001-0021|por lo mismo que al concedérmela me echaba encima un remordimiento.|por lo mismo que al concedérmela me echaba encima un remordimiento.
JF001-0022|No obstante, después de mi triunfo, la que ya me entregaba cuanto entrega la voluntad rendida, defendía aún, con invencible obstinación, el misterio de la cajita de oro.|no obstante, después de mi triunfo, la que ya me entregaba cuanto entrega la voluntad rendida, defendía aún, con invencible obstinación, el misterio de la cajita de oro.
JF001-0023|Desplegando zalameras coqueterías ó repentinas y melancólicas reservas;|desplegando zalameras coqueterías ó repentinas y melancólicas reservas;
JF001-0024|discutiendo ó bromeando;|discutiendo ó bromeando;
JF001-0025|apurando los ardides de la ternura ó las amenazas del desamor, suplicante ó enojado, nada obtuve;|apurando los ardides de la ternura ó las amenazas del desamor, suplicante ó enojado, nada obtuve;
JF001-0026|la dueña de la caja persistió en negarse á que me enterase de su contenido, como si dentro del lindo objeto existiese la prueba de algún crimen.|la dueña de la caja persistió en negarse a que me enterase de su contenido, como si dentro del lindo objeto existiese la prueba de algún crimen.
JF001-0027|Repugnábame emplear la fuerza y proceder como procedería un patán, y además, exaltado ya mi amor propio|repugnábame emplear la fuerza y proceder como procedería un patán, y además, exaltado ya mi amor propio
JF001-0028|(á falta de otra exaltación más dulce y profunda), quise deber al cariño y sólo al cariño de la hermosa la clave del enigma.|(a falta de otra exaltación más dulce y profunda), quise deber al cariño y sólo al cariño de la hermosa la clave del enigma.
JF001-0029|Insistí, me sobrepujé á mí mismo,|insistí, me sobrepujé a mí mismo,
JF001-0030|desplegué todos los recursos, y como el artista que cultiva por medio de las reglas la inspiración,|desplegué todos los recursos, y como el artista que cultiva por medio de las reglas la inspiración,
JF001-0031|llegué á tal grado de maestría en la comedia del sentimiento, que logré arrebatar al auditorio.|llegué a tal grado de maestría en la comedia del sentimiento, que logré arrebatar al auditorio.
JF001-0032|Un día en que algunas fingidas lágrimas acreditaron mis celos, mi persuasión de que la cajita encerraba la imagen de un rival,|un día en que algunas fingidas lágrimas acreditaron mis celos, mi persuasión de que la cajita encerraba la imagen de un rival,
JF001-0033|de alguien que aún me disputaba el alma de aquella mujer, la vi demudarse, temblar,|de alguien que aún me disputaba el alma de aquella mujer, la vi demudarse, temblar,
JF001-0034|echarme al cuello los brazos, y exclamar, por fin, con sinceridad que me avergonzó:|echarme al cuello los brazos, y exclamar, por fin, con sinceridad que me avergonzó:
JF001-0035|¡Qué no haría yo por ti!|¡qué no haría yo por ti!
JF001-0036|Lo has querido.|lo has querido.
JF001-0037|Ahora mismo verás lo que hay en la caja.|ahora mismo verás lo que hay en la caja.
JF001-0038|Apretó un resorte; la tapa de la caja se alzó, y divisé en el fondo unas cuantas bolitas tamañas como guisantes, blanquecinas, secas.|apretó un resorte; la tapa de la caja se alzó, y divisé en el fondo unas cuantas bolitas tamañas como guisantes, blanquecinas, secas.
JF001-0039|Miré sin comprender, y ella, reprimiendo un gemido, dijo solemnemente:|miré sin comprender, y ella, reprimiendo un gemido, dijo solemnemente:
JF001-0040|Esas píldoras me las vendió un curandero que realizaba curas casi milagrosas en la gente de mi aldea.|esas píldoras me las vendió un curandero que realizaba curas casi milagrosas en la gente de mi aldea.
JF001-0041|Se las pagué muy caras, y me aseguró que, tomando una al sentirme enferma, tengo asegurada la vida.|se las pagué muy caras, y me aseguró que, tomando una al sentirme enferma, tengo asegurada la vida.
JF001-0042|Sólo me advirtió que si las apartaba de mí ó las enseñaba á alguien, perdían su virtud.|sólo me advirtió que si las apartaba de mí ó las enseñaba a alguien, perdían su virtud.
JF001-0043|Será superstición ó lo que quieras;|será superstición ó lo que quieras;
JF001-0044|lo cierto es que he seguido la prescripción del curandero, y no sólo se me quitaron achaques que padecía (pues soy muy débil), sino que he gozado salud envidiable.|lo cierto es que he seguido la prescripción del curandero, y no sólo se me quitaron achaques que padecía (pues soy muy débil), sino que he gozado salud envidiable.
JF001-0045|Te empeñaste en averiguar.|te empeñaste en averiguar.
JF001-0046|Lo conseguiste.|lo conseguiste.
JF001-0047|Para mí vales tú más que la salud y que la vida.|para mí vales tú más que la salud y que la vida.
JF001-0048|Ya no tengo panacea, ya mi remedio ha perdido su eficacia:|ya no tengo panacea, ya mi remedio ha perdido su eficacia:
JF001-0049|sírveme de remedio tú;|sírveme de remedio tú;
JF001-0050|quiéreme mucho, y viviré.|quiéreme mucho, y viviré.
JF001-0051|Logrado mi empeño, no encontraba dentro de la cajita sino el desencanto de una superchería y el cargo de conciencia del daño causado á la persona que al fin me amaba.|logrado mi empeño, no encontraba dentro de la cajita sino el desencanto de una superchería y el cargo de conciencia del daño causado a la persona que al fin me amaba.
JF001-0052|Mi curiosidad, como todas las curiosidades, desde la fatal del Paraíso hasta la no menos funesta de la ciencia contemporánea,|mi curiosidad, como todas las curiosidades, desde la fatal del paraíso hasta la no menos funesta de la ciencia contemporánea,
JF001-0053|llevaba en sí misma su castigo y su maldición.|llevaba en sí misma su castigo y su maldición.
JF001-0054|Daría entonces algo bueno por no haber puesto en la cajita los ojos.|daría entonces algo bueno por no haber puesto en la cajita los ojos.
JF001-0055|Y tan arrepentido que me creí enamorado;|y tan arrepentido que me creí enamorado;
JF001-0056|cayendo de rodillas á los pies de la mujer que sollozaba, tartamudeé:|cayendo de rodillas a los pies de la mujer que sollozaba, tartamudeé:
JF001-0057|No tengas miedo. Todo eso es una farsa, un indigno embuste.|no tengas miedo. todo eso es una farsa, un indigno embuste.
JF001-0058|El curandero mintió.|el curandero mintió.
JF001-0059|Vivirás, vivirás mil años.|vivirás, vivirás mil años.
JF001-0060|Y aunque hubiesen perdido su virtud las píldoras, ¿qué?|y aunque hubiesen perdido su virtud las píldoras, ¿qué?
JF001-0061|Nos vamos á la aldea y compramos otras.|nos vamos a la aldea y compramos otras.
JF001-0062|Todo mi capital le doy al curandero por ellas.|todo mi capital le doy al curandero por ellas.
JF001-0063|Me estrechó, y sonriendo en medio de su angustia, balbuceó á mi oído:|me estrechó, y sonriendo en medio de su angustia, balbuceó a mi oído:
JF001-0064|El curandero ha muerto.|el curandero ha muerto.
JF001-0065|Desde entonces la dueña de la cajita—que ya no la ocultaba ni la miraba siquiera,|desde entonces la dueña de la cajita—que ya no la ocultaba ni la miraba siquiera,
JF001-0066|dejándola cubrirse de polvo en un rincón de la estantería forrada de felpa azul—empezó á decaer,|dejándola cubrirse de polvo en un rincón de la estantería forrada de felpa azul—empezó a decaer,
JF001-0067|á consumirse, presentando todos los síntomas de una enfermedad de languidez, refractaria á los remedios.|a consumirse, presentando todos los síntomas de una enfermedad de languidez, refractaria a los remedios.
JF001-0068|Cualquiera que no me tenga por un monstruo supondrá que me instalé á su cabecera y la cuidé con caridad y abnegación.|cualquiera que no me tenga por un monstruo supondrá que me instalé a su cabecera y la cuidé con caridad y abnegación.
JF001-0069|Caridad y abnegación digo, porque otra cosa no había en mí para aquella criatura de quien había sido verdugo involuntario.|caridad y abnegación digo, porque otra cosa no había en mí para aquella criatura de quien había sido verdugo involuntario.
JF001-0070|Ella se moría, quizás de pasión de ánimo, quizás de aprensión, pero por mi culpa;|ella se moría, quizás de pasión de ánimo, quizás de aprensión, pero por mi culpa;
JF001-0071|y yo no podía ofrecerla, en desquite de la vida que le había robado, lo que todo lo compensa:|y yo no podía ofrecerla, en desquite de la vida que le había robado, lo que todo lo compensa:
JF001-0072|el don de mí mismo, incondicional, absoluto.|el don de mí mismo, incondicional, absoluto.
JF001-0073|Intenté engañarla santamente para hacerla dichosa, y ella, con tardía lucidez,|intenté engañarla santamente para hacerla dichosa, y ella, con tardía lucidez,
JF001-0074|adivinó mi indiferencia y mi disimulado tedio, y cada vez se inclinó más hacia el sepulcro.|adivinó mi indiferencia y mi disimulado tedio, y cada vez se inclinó más hacia el sepulcro.
JF001-0075|Y al fin cayó en él,|y al fin cayó en él,
JF001-0076|sin que ni los recursos de la ciencia ni mis cuidados consiguiesen salvarla.|sin que ni los recursos de la ciencia ni mis cuidados consiguiesen salvarla.
JF001-0077|De cuantas memorias quiso legarme su afecto, sólo recogí la caja de oro.|de cuantas memorias quiso legarme su afecto, sólo recogí la caja de oro.
JF001-0078|Aún contenía las famosas píldoras, y cierto día se me ocurrió que las analizase un químico amigo mío, pues todavía no se daba por satisfecha mi maldita curiosidad.|aún contenía las famosas píldoras, y cierto día se me ocurrió que las analizase un químico amigo mío, pues todavía no se daba por satisfecha mi maldita curiosidad.
JF001-0079|Al preguntar el resultado del análisis, el químico se echó á reir.|al preguntar el resultado del análisis, el químico se echó a reir.
JF001-0080|Ya podía usted figurarse—dijo—que las píldoras eran de miga de pan.|ya podía usted figurarse—dijo—que las píldoras eran de miga de pan.
JF001-0081|El curandero (¡si sería listo!) mandó que no las viese nadie.|el curandero (¡si sería listo!) mandó que no las viese nadie.
JF001-0082|para que á nadie se le ocurriese analizarlas.|para que a nadie se le ocurriese analizarlas.
JF001-0083|¡El maldito análisis lo seca todo!|¡el maldito análisis lo seca todo!
JF002-0001|NO es posible pintar el cuidado y desvelo con que la ratona madre atendió á su camada de ratoncillos.|no es posible pintar el cuidado y desvelo con que la ratona madre atendió a su camada de ratoncillos.
JF002-0002|Gordos y lucios los crió, y alegres y vivarachos y con un pelaje ceniciento tan brillante que daba gozo: y no queriendo dejar lo divino por lo humano,|gordos y lucios los crió, y alegres y vivarachos y con un pelaje ceniciento tan brillante que daba gozo: y no queriendo dejar lo divino por lo humano,
JF002-0003|prodigó á sus vástagos avisos morales sabios y rectos, y les puso en guardia contra las asechanzas y peligros del pícaro mundo.|prodigó a sus vástagos avisos morales sabios y rectos, y les puso en guardia contra las asechanzas y peligros del pícaro mundo.
JF002-0004|Serán unos ratones de seso y buen juicio, decía para sí la ratona,|serán unos ratones de seso y buen juicio, decía para sí la ratona,
JF002-0005|al ver cuán atentamente la oían, y cómo fruncían plácidamente el hociquito en señal de gustosa aprobación.|al ver cuán atentamente la oían, y cómo fruncían plácidamente el hociquito en señal de gustosa aprobación.
JF002-0006|Mas yo os contaré aquí, muy en secreto, que los ratoncillos se mostraban tan formales,|mas yo os contaré aquí, muy en secreto, que los ratoncillos se mostraban tan formales,
JF002-0007|porque aún no habían asomado la cabeza fuera del agujero donde los agasajaba su mamá.|porque aún no habían asomado la cabeza fuera del agujero donde los agasajaba su mamá.
JF002-0008|Practicada en el tronco de un árbol la madriguera, les cobijaba á maravilla, y era abrigada en invierno y fresca en verano,|practicada en el tronco de un árbol la madriguera, les cobijaba a maravilla, y era abrigada en invierno y fresca en verano,
JF002-0009|mullida siempre, y tan oculta, que los chiquillos de la escuela ni sospechaban que allí habitase una familia ratonil.|mullida siempre, y tan oculta, que los chiquillos de la escuela ni sospechaban que allí habitase una familia ratonil.
JF002-0010|Sin embargo, de los tres de la nidada, uno ya empezaba á desear sacar el hocico, á soñar con retozos, deportes y correteos por el verde prado,|sin embargo, de los tres de la nidada, uno ya empezaba a desear sacar el hocico, a soñar con retozos, deportes y correteos por el verde prado,
JF002-0011|que al pie del árbol se extendía alegre é incitante, esmaltado de varias flores y bullente de insectos, mariposas y reptiles.|que al pie del árbol se extendía alegre e incitante, esmaltado de varias flores y bullente de insectos, mariposas y reptiles.
JF002-0012|Me gustaría por los gustares bajar ahí,|me gustaría por los gustares bajar ahí,
JF002-0013|pensaba el joven ratón, sin atreverse á decirlo en voz alta, de puro miedo á su madre.|pensaba el joven ratón, sin atreverse a decirlo en voz alta, de puro miedo a su madre.
JF002-0014|Un día que se le escapó alguna señal de su deseo, la madre exclamó trémula de espanto:|un día que se le escapó alguna señal de su deseo, la madre exclamó trémula de espanto:
JF002-0015|Ni en broma lo digas, criatura. Si no quieres que me disguste mucho, no vuelvas á hablar de salir al prado.|ni en broma lo digas, criatura. si no quieres que me disguste mucho, no vuelvas a hablar de salir al prado.
JF002-0016|¿Creeréis que la prohibición le quitó al ratoncillo las ganas?|¿creeréis que la prohibición le quitó al ratoncillo las ganas?
JF002-0017|¡Bah! Ya sabéis que las prohibiciones son espuela del antojo.|¡bah! ya sabéis que las prohibiciones son espuela del antojo.
JF002-0018|No atreviéndose á bajar aún el antojadizo, se pasaba las horas muertas mirando al prado deleitable.|no atreviéndose a bajar aún el antojadizo, se pasaba las horas muertas mirando al prado deleitable.
JF002-0019|¡Qué bueno sería trotar por entre aquella hierba suave y perfumada!|¡qué bueno sería trotar por entre aquella hierba suave y perfumada!
JF002-0020|¡Qué simpático remojarse en el limpio arroyuelo que bañaba de aljófar las raíces de sauces y mimbreras!|¡qué simpático remojarse en el limpio arroyuelo que bañaba de aljófar las raíces de sauces y mimbreras!
JF002-0021|¡Qué divertido dar caza á los viboreznos y lagartijas que se deslizaban estremeciendo el follaje y haciendo relumbrar al sol los tonos metálicos de su elegante cuerpo!|¡qué divertido dar caza a los viboreznos y lagartijas que se deslizaban estremeciendo el follaje y haciendo relumbrar al sol los tonos metálicos de su elegante cuerpo!
JF002-0022|¿Por qué, vamos á ver, por qué prohibía tan inocentes recreos la madre ratona?|¿por qué, vamos a ver, por qué prohibía tan inocentes recreos la madre ratona?
JF002-0023|Un día que la mamá había salido, según costumbre, en busca de sustento para su prole, el hijo se asomó al agujero, echando más de la mitad del tronco fuera.|un día que la mamá había salido, según costumbre, en busca de sustento para su prole, el hijo se asomó al agujero, echando más de la mitad del tronco fuera.
JF002-0024|De pronto sintió como un choque eléctrico y vió cruzar por el prado un ser encantador.|de pronto sintió como un choque eléctrico y vió cruzar por el prado un ser encantador.
JF002-0025|Era ni más ni menos que una gatita blanca como la nieve, que fijaba en el ratoncillo sus anchas pupilas de esmeralda.|era ni más ni menos que una gatita blanca como la nieve, que fijaba en el ratoncillo sus anchas pupilas de esmeralda.
JF002-0026|Quedóse el ratón fascinado, absorto.|quedóse el ratón fascinado, absorto.
JF002-0027|Nunca había visto cosa más linda que la tal gata blanca.|nunca había visto cosa más linda que la tal gata blanca.
JF002-0028|¡Qué gracia y gentileza en sus movimientos, qué soltura en su flexible andar,|¡qué gracia y gentileza en sus movimientos, qué soltura en su flexible andar,
JF002-0029|qué monería en su cara picaresca, y qué virginal candor en su ropaje de armiño!|qué monería en su cara picaresca, y qué virginal candor en su ropaje de armiño!
JF002-0030|¡Y qué decir de aquellos ojos verdes con reflejos áureos, aquellos ojos cuyo mirar derretía, incendiaba el corazón!|¡y qué decir de aquellos ojos verdes con reflejos áureos, aquellos ojos cuyo mirar derretía, incendiaba el corazón!
JF002-0031|A no estar tan próxima la hora en que solía regresar á la guarida la madre,|a no estar tan próxima la hora en que solía regresar a la guarida la madre,
JF002-0032|el ratón se hubiese arrojado sin vacilar de su nido para acercarse á la preciosa gata.|el ratón se hubiese arrojado sin vacilar de su nido para acercarse a la preciosa gata.
JF002-0033|Le contuvieron el temor y el hábito de obedecer, que siempre reprimen un tanto, al principio, los ímpetus rebeldes;|le contuvieron el temor y el hábito de obedecer, que siempre reprimen un tanto, al principio, los ímpetus rebeldes;
JF002-0034|pero lo que no acertó á sujetar fué su lengua, y loco de entusiasmo,|pero lo que no acertó a sujetar fué su lengua, y loco de entusiasmo,
JF002-0035|refirió á la mamá cómo le tenía fuera de sí la aparición de la gata celeste.|refirió a la mamá cómo le tenía fuera de sí la aparición de la gata celeste.
JF002-0036|Qué, ¿has visto á ese monstruo?—exclamó la madre.|qué, ¿has visto a ese monstruo? exclamó la madre.
JF002-0037|¡Monstruo una criatura tan encantadora!|¡monstruo una criatura tan encantadora!
JF002-0038|suspiró el ratoncillo.|suspiró el ratoncillo.
JF002-0039|Monstruo horrible, el más funesto, el más sanguinario, el más atroz que, por tu negra suerte, pudiste encontrar.|monstruo horrible, el más funesto, el más sanguinario, el más atroz que, por tu negra suerte, pudiste encontrar.
JF002-0040|Huye de él, hijo mío, como del fuego: mira que en huir te va la vida;|huye de él, hijo mío, como del fuego: mira que en huir te va la vida;
JF002-0041|mira que tu padre pereció en las garras de esa maldita fiera, y que todas mis lágrimas son obra suya.|mira que tu padre pereció en las garras de esa maldita fiera, y que todas mis lágrimas son obra suya.
JF002-0042|Madre—repuso atónito el ratoncillo—apenas puedo creer lo que me aseguras.|madre—repuso atónito el ratoncillo—apenas puedo creer lo que me aseguras.
JF002-0043|El agua que corre limpia y clara entre las flores del prado no tiene los matices de aquellos cándidos ojos ya verdes, ya azulados,|el agua que corre limpia y clara entre las flores del prado no tiene los matices de aquellos cándidos ojos ya verdes, ya azulados,
JF002-0044|siempre dulces, donde siempre juega misteriosamente la luz.|siempre dulces, donde siempre juega misteriosamente la luz.
JF002-0045|Los pétalos de las azucenas y de los lirios del valle ceden en blancura á su nevada piel,|los pétalos de las azucenas y de los lirios del valle ceden en blancura a su nevada piel,
JF002-0046|que debe de ser más suave que el terciopelo y más flexible que la seda.|que debe de ser más suave que el terciopelo y más flexible que la seda.
JF002-0047|¿Cómo quieres que vea un monstruo sanguinario y horrible en la gata?|¿cómo quieres que vea un monstruo sanguinario y horrible en la gata?
JF002-0048|¡Ay, madre! desde que la contemplé, sólo en ella pienso.|¡ay, madre! desde que la contemplé, sólo en ella pienso.
JF002-0049|Cuanto no es ella, me parece indigno de existir.|cuanto no es ella, me parece indigno de existir.
JF002-0050|Antes me gustaban el prado y el cielo y los árboles.|antes me gustaban el prado y el cielo y los árboles.
JF002-0051|Ahora todo me cansa y todo lo desprecio.|ahora todo me cansa y todo lo desprecio.
JF002-0052|Madre, cúrame de este mal, porque me siento tan triste, que creo que se me va á acabar la vida.|madre, cúrame de este mal, porque me siento tan triste, que creo que se me va a acabar la vida.
JF002-0053|Ya supondréis que la pobre ratona haría cuanto cabe para distraer y aliviar á su retoño.|ya supondréis que la pobre ratona haría cuanto cabe para distraer y aliviar a su retoño.
JF002-0054|A fin de cambiar sus pensamientos en otros más lícitos, llevóle al agujero de unas ratas algo parientas suyas, jóvenes, ricas y honradas,|a fin de cambiar sus pensamientos en otros más lícitos, llevóle al agujero de unas ratas algo parientas suyas, jóvenes, ricas y honradas,
JF002-0055|que vivían royendo el trigo de repleto granero; pero el ratón se aburría de muerte entre los montones de grano, en la obscuridad de la troj,|que vivían royendo el trigo de repleto granero; pero el ratón se aburría de muerte entre los montones de grano, en la obscuridad de la troj,
JF002-0056|y echaba de menos el prado, que iluminaba, antes que el sol, la presencia de la gata blanca.|y echaba de menos el prado, que iluminaba, antes que el sol, la presencia de la gata blanca.
JF002-0057|Porque ya varias veces la había visto pasar juguetona y ligera, fijando sus radiantes pupilas en las inaccesibles alturas del árbol, y siempre que la gata aparecía,|porque ya varias veces la había visto pasar juguetona y ligera, fijando sus radiantes pupilas en las inaccesibles alturas del árbol, y siempre que la gata aparecía,
JF002-0058|el ratón sentía ensanchársele la vida y escapársele el alma—sí, el alma, porque el amor hasta en las bestias la infunde|el ratón sentía ensanchársele la vida y escapársele el alma—sí, el alma, porque el amor hasta en las bestias la infunde
JF002-0059|detrás de aquella maga de los verdes ojos.|detrás de aquella maga de los verdes ojos.
JF002-0060|No hubiese querido la ratona en tan críticas circunstancias separarse un minuto de su hijo, pero era forzoso salir á cazar,|no hubiese querido la ratona en tan críticas circunstancias separarse un minuto de su hijo, pero era forzoso salir a cazar,
JF002-0061|á procurar subsistencia para la familia, y llegó una mañana en que habiendo madrugado la ratona á dejar el nido antes de que amaneciese,|a procurar subsistencia para la familia, y llegó una mañana en que habiendo madrugado la ratona a dejar el nido antes de que amaneciese,
JF002-0062|el joven ratón, pensativo y melancólico, se asomó al agujero para ver nacer el día.|el joven ratón, pensativo y melancólico, se asomó al agujero para ver nacer el día.
JF002-0063|Recta faja dorada franjeó el horizonte;|recta faja dorada franjeó el horizonte;
JF002-0064|poco á poco la bruma se rasgó y fué absorbiéndose en la clara pureza del cielo, por donde el sol ascendía como una rosa de oro pálido;|poco a poco la bruma se rasgó y fué absorbiéndose en la clara pureza del cielo, por donde el sol ascendía como una rosa de oro pálido;
JF002-0065|los pajaritos saludaron su gloriosa luz con un himno de alegría alborozado y triunfal, y sobre la hierba, aljofarada aún de rocío,|los pajaritos saludaron su gloriosa luz con un himno de alegría alborozado y triunfal, y sobre la hierba, aljofarada aún de rocío,
JF002-0066|como sobre una red de diamantes, mostróse pasando con aristocrática delicadeza y remilgada precaución, la hermosa gata blanca.|como sobre una red de diamantes, mostróse pasando con aristocrática delicadeza y remilgada precaución, la hermosa gata blanca.
JF002-0067|Exhaló el ratón un chillido de júbilo;|exhaló el ratón un chillido de júbilo;
JF002-0068|la gata le miraba, parecía llamarle, invitarle á que descendiese.|la gata le miraba, parecía llamarle, invitarle a que descendiese.
JF002-0069|¿Quieres jugar conmigo?|¿quieres jugar conmigo?
JF002-0070|preguntóla él, sin reflexionar, sin acordarse para nada de las maternales advertencias.|preguntóla él, sin reflexionar, sin acordarse para nada de las maternales advertencias.
JF002-0071|Baja—pareció contestar con sus ojos misteriosos la gatita.|baja—pareció contestar con sus ojos misteriosos la gatita.
JF002-0072|Y el ratón bajó aprisa, disparado, ebrio de felicidad, y el juego dió principio, con muchos saltos y carreras.|y el ratón bajó aprisa, disparado, ebrio de felicidad, y el juego dió principio, con muchos saltos y carreras.
JF002-0073|Fingía huir la gata; escondíase entre sauces y mimbres, y cuando el ratón se cansaba de perseguirla, ella se dejaba caer sobre la muelle alfombra del prado,|fingía huir la gata; escondíase entre sauces y mimbres, y cuando el ratón se cansaba de perseguirla, ella se dejaba caer sobre la muelle alfombra del prado,
JF002-0074|y escondiendo las uñas recibía con las patitas de terciopelo al ratón,|y escondiendo las uñas recibía con las patitas de terciopelo al ratón,
JF002-0075|y ya le despedía,|y ya le despedía,
JF002-0076|en broma, ya le estrechaba, retozando, en deleitosa mezcla é indescifrable confusión de tratamientos ásperos y dulces.|en broma, ya le estrechaba, retozando, en deleitosa mezcla e indescifrable confusión de tratamientos ásperos y dulces.
JF002-0077|Nunca sabía el ratón, en aquel juego de veleidades, si iba á ser acogido con demostración tierna y mimosa ó con fiero y desdeñoso zarpazo;|nunca sabía el ratón, en aquel juego de veleidades, si iba a ser acogido con demostración tierna y mimosa ó con fiero y desdeñoso zarpazo;
JF002-0078|y en los amados ojos de la esfinge tan pronto veía piélagos de voluptuosidad y relámpagos de risa, como destellos de ferocidad y chispazos sombríos y crueles.|y en los amados ojos de la esfinge tan pronto veía piélagos de voluptuosidad y relámpagos de risa, como destellos de ferocidad y chispazos sombríos y crueles.
JF002-0079|Más de una vez creyó notar que las patitas blandas y muertas se crispaban de súbito, y que bajo lo afelpado de la piel surgían uñas de acero.|más de una vez creyó notar que las patitas blandas y muertas se crispaban de súbito, y que bajo lo afelpado de la piel surgían uñas de acero.
JF002-0080|Y ¡cosa rara! no bien pensaba advertir síntomas tan alarmantes, el ratón cerraba los párpados y volvía gozoso y tembloroso á solazarse con la gata blanca.|y ¡cosa rara! no bien pensaba advertir síntomas tan alarmantes, el ratón cerraba los párpados y volvía gozoso y tembloroso a solazarse con la gata blanca.
JF002-0081|Duraba aún el juego, cuando por la tarde regresó la ratona y vió de lejos la escena y á su hijo mano á mano con el monstruo.|duraba aún el juego, cuando por la tarde regresó la ratona y vió de lejos la escena y a su hijo mano a mano con el monstruo.
JF002-0082|Llorando y desesperada gritóle desde lejos:|llorando y desesperada gritóle desde lejos:
JF002-0083|Hijo mío, que te pierdes.|hijo mío, que te pierdes.
JF002-0084|El ratón, por supuesto, no la hizo maldito caso.|el ratón, por supuesto, no la hizo maldito caso.
JF002-0085|¡Sí, para oir consejos estaba él! Subido al quinto cielo, nunca el juego le había encantado más.|¡sí, para oir consejos estaba él! subido al quinto cielo, nunca el juego le había encantado más.
JF002-0086|La gata, por el contrario, empezaba á fatigarse y á sospechar que había perdido bastante tiempo con un ratoncillo de mala muerte;|la gata, por el contrario, empezaba a fatigarse y a sospechar que había perdido bastante tiempo con un ratoncillo de mala muerte;
JF002-0087|y al notar que iba á ponerse el sol, que se hacía tarde—sin modificar apenas su actitud, siempre graciosa y juguetona, como el que no hace nada—torció la cabeza,|y al notar que iba a ponerse el sol, que se hacía tarde—sin modificar apenas su actitud, siempre graciosa y juguetona, como el que no hace nada—torció la cabeza,
JF002-0088|aseguró con la boca al ratoncillo, hincó los agudos dientes.|aseguró con la boca al ratoncillo, hincó los agudos dientes.
JF002-0089|y le lanzó al aire palpitante y moribundo, para recibirle en las uñas, tendidas con violencia feroz.|y le lanzó al aire palpitante y moribundo, para recibirle en las uñas, tendidas con violencia feroz.
